drug_a_name,drug_a_rxcui,drug_b_name,drug_b_rxcui,interaction_text,severity,sources,drug_a,drug_b,description,mechanism
Formin Plus  500 Tablet SR,1426756,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  500 Tablet SR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin Plus  1000 Tablet SR,1426756,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin Plus  1000 Tablet SR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Formin-SR 500 Tablet,1919068,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Formin-SR 500 Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 500 SR Tablet,1426910,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 500 SR Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 500mg Tablet,151827,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 500mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/500mg Tablet,602411,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/500mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet Tablet,1426910,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
